index,Exp,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,DLIndex_Mean,Fairness
62,0.65,191-948,12,191,Absent,13,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,10,0,0,12,6,0,0,1,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,7,5,0,0,11,0,0,8,26,6,Unicorn_Absent,-1,-1,132,0.9625,13,1.0,32,0.0,0.40625,0.40625,0.8125
63,0.65,191-948,12,948,Absent,25,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,15,0,0,5,7,0,0,0,21,0,12,0,0,10,0,19,0,0,0,24,20,0,0,0,0,1,22,0,0,0,0,6,0,0,2,0,11,0,13,0,9,25,8,17,0,0,4,3,0,18,0,16,0,0,0,14,0,23,0,26,6,Unicorn_Absent,-1,-1,132,0.9625,25,1.0,32,0.0,0.40625,0.40625,0.8125
66,0.65,191-948,14,191,Absent,13,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,12,0,0,13,10,0,0,9,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,8,2,0,0,6,0,0,3,26,6,Unicorn_Absent,-1,-1,88,0.9625,13,1.0,32,0.0,0.40625,0.40625,0.8125
67,0.65,191-948,14,948,Absent,25,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,16,4,0,0,0,2,0,14,0,0,22,0,8,0,0,0,23,11,0,0,0,0,9,17,0,0,0,0,18,0,0,25,0,21,0,6,0,13,19,5,20,0,0,15,7,0,3,0,24,0,0,0,1,0,10,0,26,6,Unicorn_Absent,-1,-1,88,0.9625,25,1.0,32,0.0,0.40625,0.40625,0.8125
78,0.65,191-948,20,191,Absent,13,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4,0,0,12,9,0,0,7,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,8,6,0,0,1,0,0,11,26,6,Unicorn_Absent,-1,-1,161,0.9625,13,1.0,32,0.0,0.40625,0.40625,0.8125
79,0.65,191-948,20,948,Absent,25,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,22,0,0,24,11,0,0,0,6,0,17,0,0,5,0,20,0,0,0,3,18,0,0,0,0,1,15,0,0,0,0,10,0,0,4,0,9,0,19,0,13,21,14,8,0,0,12,23,0,2,0,25,0,0,0,16,0,7,0,26,6,Unicorn_Absent,-1,-1,161,0.9625,25,1.0,32,0.0,0.40625,0.40625,0.8125
82,0.65,344-693,2,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,9,0,16,0,0,12,0,13,0,0,6,0,10,1,0,0,0,0,8,0,0,0,15,18,0,0,7,0,0,0,5,17,0,0,0,0,19,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,14,11,0,0,0,0,4,0,2,0,0,0,30,2,Unicorn_Absent,-1,-1,-36,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
83,0.65,344-693,2,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-36,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
84,0.65,344-693,3,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,16,0,7,0,0,3,0,19,0,0,2,0,11,5,0,0,0,0,13,0,0,0,18,14,0,0,20,0,0,0,10,17,0,0,0,0,1,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,9,12,0,0,0,0,4,0,6,0,0,0,30,2,Unicorn_Absent,-1,-1,-6,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
85,0.65,344-693,3,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-6,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
86,0.65,344-693,4,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,8,0,15,0,0,12,0,2,0,0,17,0,10,14,0,0,0,0,18,0,0,0,16,19,0,0,5,0,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,1,7,0,0,0,0,4,0,11,0,0,0,30,2,Unicorn_Absent,-1,-1,24,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
87,0.65,344-693,4,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,24,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
88,0.65,344-693,5,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,18,0,0,14,0,6,0,0,20,0,3,2,0,0,0,0,5,0,0,0,10,17,0,0,11,0,0,0,19,8,0,0,0,0,12,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,9,16,0,0,0,0,4,0,7,0,0,0,30,2,Unicorn_Absent,-1,-1,54,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
89,0.65,344-693,5,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,54,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
100,0.65,344-693,11,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,14,0,18,0,0,15,0,20,0,0,5,0,17,8,0,0,0,0,11,0,0,0,6,2,0,0,9,0,0,0,7,12,0,0,0,0,1,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,4,19,0,0,0,0,13,0,10,0,0,0,30,2,Unicorn_Absent,-1,-1,-150,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
101,0.65,344-693,11,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-150,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
102,0.65,344-693,12,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,13,0,12,0,0,18,0,20,0,0,19,0,15,2,0,0,0,0,9,0,0,0,3,16,0,0,5,0,0,0,6,17,0,0,0,0,10,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,8,11,0,0,0,0,14,0,7,0,0,0,30,2,Unicorn_Absent,-1,-1,-120,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
103,0.65,344-693,12,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-120,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
106,0.65,344-693,14,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,18,0,13,0,0,1,0,20,0,0,10,0,14,8,0,0,0,0,4,0,0,0,2,16,0,0,15,0,0,0,6,3,0,0,0,0,17,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,11,9,0,0,0,0,19,0,7,0,0,0,30,2,Unicorn_Absent,-1,-1,-156,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
107,0.65,344-693,14,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-156,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
110,0.65,344-693,16,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,11,0,3,0,0,15,0,5,0,0,1,0,6,10,0,0,0,0,13,0,0,0,16,20,0,0,19,0,0,0,14,7,0,0,0,0,2,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,17,18,0,0,0,0,4,0,8,0,0,0,30,2,Unicorn_Absent,-1,-1,-94,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
111,0.65,344-693,16,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-94,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
112,0.65,344-693,17,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,16,0,3,0,0,14,0,10,0,0,18,0,13,5,0,0,0,0,7,0,0,0,19,20,0,0,12,0,0,0,8,1,0,0,0,0,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,11,17,0,0,0,0,15,0,9,0,0,0,30,2,Unicorn_Absent,-1,-1,-64,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
113,0.65,344-693,17,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-64,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
116,0.65,344-693,19,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,14,0,5,0,0,16,0,2,0,0,19,0,4,13,0,0,0,0,1,0,0,0,18,12,0,0,17,0,0,0,6,10,0,0,0,0,11,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,15,3,0,0,0,0,9,0,7,0,0,0,30,2,Unicorn_Absent,-1,-1,-100,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
117,0.65,344-693,19,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-100,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
118,0.65,344-693,20,344,Absent,20,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,17,0,20,0,0,7,0,5,0,0,2,0,1,15,0,0,0,0,9,0,0,0,19,10,0,0,6,0,0,0,14,18,0,0,0,0,13,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,4,3,0,0,0,0,16,0,8,0,0,0,30,2,Unicorn_Absent,-1,-1,-70,0.9875,20,1.0,22,0.0,0.3125,0.3125,0.75
119,0.65,344-693,20,693,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,-70,0.9875,4,1.0,22,0.0,0.3125,0.3125,0.75
120,0.65,725-455,1,725,Absent,43,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,11,14,21,13,41,35,6,26,0,0,30,34,31,5,0,0,19,0,2,28,36,0,9,39,17,3,0,37,32,27,29,15,22,10,38,0,0,33,0,0,8,4,25,18,42,20,16,1,40,24,0,0,12,0,0,0,7,23,0,43,0,0,0,0,-9,41,Unicorn_Absent,-1,-1,-9,0.74375,43,1.0,63,0.0,0.34375,0.894886363636,0.71875
121,0.65,725-455,1,455,Absent,61,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,9,35,61,37,17,0,55,10,30,16,52,4,27,53,11,49,32,15,7,0,18,36,43,58,57,59,12,31,48,13,39,56,0,2,23,60,20,41,54,45,47,51,22,26,38,3,46,14,24,28,33,44,40,25,21,5,34,42,29,50,6,8,-9,41,Unicorn_Absent,-1,-1,-9,0.74375,61,1.0,63,0.0,0.34375,0.894886363636,0.71875
124,0.65,725-455,3,725,Absent,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,15,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,10,16,0,0,0,0,0,0,4,8,0,0,0,0,0,0,6,14,0,0,0,0,0,0,7,11,0,0,0,0,0,0,13,12,0,0,0,0,0,0,1,24,8,Unicorn_Absent,-1,-1,-57,0.95,16,0.229166666667,40,0.270833333333,0.5,0.894886363636,0.75
125,0.65,725-455,3,455,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,20,11,26,4,2,9,7,10,14,3,23,32,1,30,19,29,24,5,31,22,21,13,17,8,25,27,28,6,16,12,24,8,Unicorn_Absent,-1,-1,-57,0.95,32,0.5,40,0.270833333333,0.5,0.894886363636,0.75
130,0.65,725-455,6,725,Absent,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,5,0,0,0,0,0,0,10,4,0,0,0,0,0,0,13,15,0,0,0,0,0,0,14,9,0,0,0,0,0,0,6,7,0,0,0,0,0,0,12,3,0,0,0,0,0,0,16,8,0,0,0,0,0,0,2,32,0,Unicorn_Absent,-1,-1,-86,1.0,16,1.0,64,0.571428571429,1.0,0.894886363636,0.5
131,0.65,725-455,6,455,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,26,28,29,13,12,0,0,16,36,3,41,23,39,0,0,8,19,31,42,21,43,0,0,17,46,34,25,47,14,0,0,5,10,37,11,38,18,0,0,6,33,7,15,48,9,0,0,45,32,4,24,40,44,0,0,35,20,22,27,2,30,0,32,0,Unicorn_Absent,-1,-1,10,1.0,48,0.428571428571,64,0.571428571429,1.0,0.894886363636,0.5
134,0.65,725-455,8,725,Absent,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,13,0,0,0,0,0,0,11,7,0,0,0,0,0,0,4,5,0,0,0,0,0,0,12,15,0,0,0,0,0,0,8,16,0,0,0,0,0,0,6,14,0,0,0,0,0,0,10,32,0,Unicorn_Absent,-1,-1,-22,1.0,16,1.0,64,0.0,1.0,0.894886363636,0.5
135,0.65,725-455,8,455,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,33,32,9,27,17,1,0,0,7,41,38,28,12,31,0,0,6,24,47,48,34,13,0,0,43,18,20,8,45,15,0,0,29,35,46,25,2,16,0,0,11,39,10,26,3,21,0,0,44,14,19,22,23,30,0,0,42,5,4,37,36,40,0,32,0,Unicorn_Absent,-1,-1,74,1.0,48,1.0,64,0.0,1.0,0.894886363636,0.5
138,0.65,725-455,10,725,Absent,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,13,0,0,0,0,0,0,16,10,0,0,0,0,0,0,14,6,0,0,0,0,0,0,2,5,0,0,0,0,0,0,8,9,0,0,0,0,0,0,15,7,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,32,0,Unicorn_Absent,-1,-1,42,1.0,16,1.0,64,0.0,1.0,0.894886363636,0.5
139,0.65,725-455,10,455,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,47,37,27,1,22,13,0,0,11,2,25,32,43,40,0,0,24,14,12,39,26,20,0,0,5,44,9,29,28,38,0,0,42,7,17,21,3,45,0,0,23,48,15,46,36,19,0,0,10,31,6,35,16,30,0,0,34,8,41,4,18,33,0,32,0,Unicorn_Absent,-1,-1,138,1.0,48,1.0,64,0.0,1.0,0.894886363636,0.5
142,0.65,725-455,12,725,Absent,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,0,0,0,0,0,0,7,8,0,0,0,0,0,0,11,4,0,0,0,0,0,0,15,3,0,0,0,0,0,0,9,1,0,0,0,0,0,0,13,5,0,0,0,0,0,0,12,10,0,0,0,0,0,0,2,6,0,0,0,0,0,0,14,32,0,Unicorn_Absent,-1,-1,106,1.0,16,1.0,64,0.0,1.0,0.894886363636,0.5
143,0.65,725-455,12,455,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,16,21,44,30,34,39,0,0,20,24,28,8,19,25,0,0,36,46,48,18,31,26,0,0,12,45,32,29,11,9,0,0,1,47,37,17,14,42,0,0,5,41,22,40,35,13,0,0,23,10,2,38,27,43,0,0,7,33,4,15,3,6,0,32,0,Unicorn_Absent,-1,-1,202,1.0,48,1.0,64,0.0,1.0,0.894886363636,0.5
