index,Exp,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,DLIndex_Mean,Fairness
3541,0.7,253-168,11,168,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,9,22,16,31,0,0,0,0,23,6,21,32,0,0,0,0,20,10,27,28,0,0,0,0,1,17,8,24,0,0,0,0,13,15,4,14,0,0,0,0,26,19,11,25,0,0,0,0,30,3,18,5,0,0,0,0,29,2,7,12,0,0,0,0,32,0,Unicorn_Absent,-1,-1,624,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3546,0.7,253-168,14,253,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,17,2,32,10,0,0,0,0,26,25,19,7,0,0,0,0,1,8,9,28,0,0,0,0,15,14,20,21,0,0,0,0,22,18,23,13,0,0,0,0,16,12,30,11,0,0,0,0,4,29,6,24,0,0,0,0,31,5,27,3,32,0,Unicorn_Absent,-1,-1,296,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3547,0.7,253-168,14,168,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,23,25,28,12,0,0,0,0,32,5,17,15,0,0,0,0,9,13,3,31,0,0,0,0,21,30,24,29,0,0,0,0,16,2,7,4,0,0,0,0,20,1,22,10,0,0,0,0,19,26,8,27,0,0,0,0,14,18,6,11,0,0,0,0,32,0,Unicorn_Absent,-1,-1,720,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3552,0.7,253-168,17,253,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,11,29,16,23,0,0,0,0,17,14,32,13,0,0,0,0,21,22,18,1,0,0,0,0,25,9,19,6,0,0,0,0,7,3,27,15,0,0,0,0,31,28,30,5,0,0,0,0,10,26,20,4,0,0,0,0,8,24,2,12,32,0,Unicorn_Absent,-1,-1,392,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3553,0.7,253-168,17,168,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,15,2,7,23,0,0,0,0,6,10,21,26,0,0,0,0,3,17,13,29,0,0,0,0,22,31,24,11,0,0,0,0,9,8,1,12,0,0,0,0,19,18,25,4,0,0,0,0,16,28,32,5,0,0,0,0,27,20,14,30,0,0,0,0,32,0,Unicorn_Absent,-1,-1,816,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3554,0.7,253-168,18,253,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,14,3,20,0,0,0,0,24,11,21,7,0,0,0,0,12,29,15,6,0,0,0,0,18,31,26,2,0,0,0,0,27,30,23,25,0,0,0,0,4,17,32,19,0,0,0,0,5,28,8,13,0,0,0,0,16,22,10,9,32,0,Unicorn_Absent,-1,-1,424,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3555,0.7,253-168,18,168,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,32,31,29,0,0,0,0,1,17,19,16,0,0,0,0,24,9,6,12,0,0,0,0,15,26,4,10,0,0,0,0,21,11,3,22,0,0,0,0,18,30,23,8,0,0,0,0,28,7,5,25,0,0,0,0,13,27,2,14,0,0,0,0,32,0,Unicorn_Absent,-1,-1,848,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3558,0.7,253-168,20,253,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,31,23,22,0,0,0,0,15,2,9,3,0,0,0,0,28,24,11,18,0,0,0,0,19,8,6,5,0,0,0,0,25,1,30,7,0,0,0,0,17,26,13,16,0,0,0,0,14,29,27,21,0,0,0,0,10,32,12,20,32,0,Unicorn_Absent,-1,-1,488,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3559,0.7,253-168,20,168,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12,7,25,5,0,0,0,0,32,30,24,8,0,0,0,0,28,14,20,16,0,0,0,0,3,4,13,22,0,0,0,0,18,31,19,27,0,0,0,0,1,29,23,6,0,0,0,0,9,15,17,10,0,0,0,0,26,21,2,11,0,0,0,0,32,0,Unicorn_Absent,-1,-1,912,1.0,32,1.0,64,0.0,1.0,1.0,1.0
3560,0.7,928-868,1,928,Absent,45,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,36,33,37,19,0,0,45,32,41,39,34,0,6,7,28,15,12,0,4,29,0,0,10,0,44,13,38,11,2,40,0,26,3,24,8,0,43,1,0,35,14,0,27,0,22,5,23,0,16,18,25,42,20,0,0,31,0,21,17,0,30,9,9,23,Unicorn_Absent,-1,-1,713,0.85625,45,0.173913043478,54,0.826086956522,0.484375,0.223011363636,0.796875
3561,0.7,928-868,1,868,Absent,32,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,15,0,16,0,0,12,0,0,0,0,32,4,10,0,6,0,0,0,11,0,0,0,26,0,30,0,0,23,29,0,0,18,0,20,9,0,7,17,8,27,2,13,28,14,24,0,25,19,5,0,31,1,0,22,0,0,0,0,0,21,0,9,23,Unicorn_Absent,-1,-1,9,0.85625,32,1.0,54,0.826086956522,0.484375,0.223011363636,0.796875
3568,0.7,928-868,5,928,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,2,14,8,29,34,6,0,0,12,38,20,23,25,13,0,0,43,26,4,48,19,40,0,0,17,7,3,9,21,39,0,0,36,46,37,5,41,22,0,0,44,45,16,28,27,1,0,0,30,18,33,42,31,47,0,0,11,15,32,35,24,10,0,29,3,Unicorn_Absent,-1,-1,818,0.98125,48,0.631578947368,48,0.570972886762,0.703125,0.223011363636,0.296875
3569,0.7,928-868,5,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,114,0.98125,3,0.0606060606061,48,0.570972886762,0.703125,0.223011363636,0.296875
3570,0.7,928-868,6,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,850,1.0,6,0.102040816327,9,0.897959183673,0.140625,0.223011363636,0.953125
3571,0.7,928-868,6,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,146,1.0,3,1.0,9,0.897959183673,0.140625,0.223011363636,0.953125
3572,0.7,928-868,7,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,882,1.0,6,1.0,9,0.0,0.140625,0.223011363636,0.953125
3573,0.7,928-868,7,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,178,1.0,3,1.0,9,0.0,0.140625,0.223011363636,0.953125
3574,0.7,928-868,8,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,914,1.0,6,1.0,9,0.0,0.140625,0.223011363636,0.953125
3575,0.7,928-868,8,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,210,1.0,3,1.0,9,0.0,0.140625,0.223011363636,0.953125
3576,0.7,928-868,9,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,946,1.0,6,1.0,9,0.0,0.140625,0.223011363636,0.953125
3577,0.7,928-868,9,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,242,1.0,3,1.0,9,0.0,0.140625,0.223011363636,0.953125
3584,0.7,928-868,13,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,786,1.0,6,1.0,9,0.0,0.140625,0.223011363636,0.953125
3585,0.7,928-868,13,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,82,1.0,3,1.0,9,0.0,0.140625,0.223011363636,0.953125
3586,0.7,928-868,14,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,818,1.0,6,1.0,9,0.0,0.140625,0.223011363636,0.953125
3587,0.7,928-868,14,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,114,1.0,3,1.0,9,0.0,0.140625,0.223011363636,0.953125
3592,0.7,928-868,17,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,722,1.0,6,1.0,9,0.0,0.140625,0.223011363636,0.953125
3593,0.7,928-868,17,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,18,1.0,3,1.0,9,0.0,0.140625,0.223011363636,0.953125
3594,0.7,928-868,18,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,754,1.0,6,1.0,9,0.0,0.140625,0.223011363636,0.953125
3595,0.7,928-868,18,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,50,1.0,3,1.0,9,0.0,0.140625,0.223011363636,0.953125
3596,0.7,928-868,19,928,Absent,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,786,1.0,6,1.0,9,0.0,0.140625,0.223011363636,0.953125
3597,0.7,928-868,19,868,Absent,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,82,1.0,3,1.0,9,0.0,0.140625,0.223011363636,0.953125
3600,0.75,810-187,1,810,Absent,23,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,22,0,0,0,0,0,0,0,14,20,19,9,0,23,0,0,3,1,0,0,0,0,21,0,0,17,13,10,11,0,0,0,0,0,5,12,0,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,8,18,7,0,2,16,0,19,13,Unicorn_Absent,-1,-1,19,0.91875,23,0.114285714286,52,0.885714285714,0.609375,0.584375,0.703125
3601,0.75,810-187,1,187,Absent,42,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,2,5,0,20,0,15,0,16,0,30,0,41,0,38,0,17,35,0,0,27,36,22,23,0,37,10,42,31,21,0,8,13,19,0,18,39,40,0,0,26,29,6,0,14,7,3,0,0,12,11,34,33,0,32,25,24,0,28,0,4,9,1,0,0,19,13,Unicorn_Absent,-1,-1,19,0.91875,42,1.0,52,0.885714285714,0.609375,0.584375,0.703125
3602,0.75,810-187,2,810,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,13,17,21,0,0,0,0,30,10,3,5,0,0,0,0,25,26,23,31,0,0,0,0,29,4,16,7,0,0,0,0,14,19,1,18,0,0,0,0,9,24,11,28,0,0,0,0,27,15,2,6,0,0,0,0,22,32,8,12,0,32,Unicorn_Absent,-1,-1,19,0.8,32,0.170212765957,32,0.175241779497,0.0,0.584375,1.0
3603,0.75,810-187,2,187,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,30,6,23,24,0,0,0,0,26,12,18,8,0,0,0,0,27,7,1,22,0,0,0,0,14,11,21,16,0,0,0,0,32,9,29,10,0,0,0,0,15,4,25,28,0,0,0,0,19,5,31,17,0,0,0,0,20,13,2,3,0,32,Unicorn_Absent,-1,-1,19,0.8,32,0.345454545455,32,0.175241779497,0.0,0.584375,1.0
3606,0.75,810-187,4,810,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12,25,2,32,0,0,0,0,18,7,3,15,0,0,0,0,30,19,8,31,0,0,0,0,9,23,29,22,0,0,0,0,10,27,17,16,0,0,0,0,4,11,20,1,0,0,0,0,5,6,13,21,0,0,0,0,28,24,14,26,26,6,Unicorn_Absent,-1,-1,-51,0.9625,32,1.0,38,0.842105263158,0.5,0.584375,0.6875
3607,0.75,810-187,4,187,Absent,12,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,7,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,12,3,0,0,26,6,Unicorn_Absent,-1,-1,-51,0.9625,12,0.157894736842,38,0.842105263158,0.5,0.584375,0.6875
3610,0.75,810-187,6,810,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,4,40,46,14,44,21,0,0,36,18,43,9,47,31,0,0,26,23,20,37,15,29,0,0,38,3,8,13,16,2,0,0,33,42,17,28,39,22,0,0,25,1,5,12,7,27,0,0,19,32,30,10,48,11,0,0,45,35,41,34,24,6,0,23,9,Unicorn_Absent,-1,-1,-7,0.94375,48,0.428571428571,51,0.571428571429,0.65625,0.584375,0.4375
3611,0.75,810-187,6,187,Absent,12,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,12,6,0,0,23,9,Unicorn_Absent,-1,-1,-7,0.94375,12,1.0,51,0.571428571429,0.65625,0.584375,0.4375
3624,0.75,810-187,13,810,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,37,38,48,42,14,5,0,0,44,40,15,39,10,32,0,0,22,27,25,17,33,16,0,0,29,19,23,9,3,7,0,0,8,28,13,41,4,6,0,0,26,11,43,21,30,24,0,0,35,36,47,12,45,34,0,0,31,20,1,18,46,2,0,23,9,Unicorn_Absent,-1,-1,96,0.94375,48,1.0,51,0.0,0.65625,0.584375,0.4375
